ID,saldo_var30,var15,saldo_var5,ind_var30,var38,TARGET
10182,6672.45,73,6672.45,1,117310.979016494,0
10184,90.0,23,90.0,1,56049.09,0
10188,3.0,24,3.0,1,63392.94,0
10189,3.0,23,3.0,1,59958.24,0
10191,0.0,26,0.0,0,148114.98,0
10197,0.0,23,0.0,0,117310.979016494,0
10198,66274.5,50,150.0,1,104086.53,0
10199,3.0,28,3.0,1,117310.979016494,0
10202,30.0,23,30.0,1,121737.9,0
10203,1590.0,23,1590.0,1,117310.979016494,0
10204,49.92,25,49.92,1,112726.92,0
10207,393.27,25,393.27,1,103140.45,0
10208,1503.0,29,1503.0,1,99582.63,0
10211,2955.0,35,2955.0,1,35660.88,0
10212,30.0,23,30.0,1,93275.91,0
10213,261.12,39,0.0,1,65692.71,0
10215,15.0,59,15.0,1,60871.08,0
10219,0.0,23,0.0,0,56617.02,0
10223,0.0,37,0.0,0,59190.15,0
10224,434.85,54,434.85,1,126093.42,0
10226,3.0,23,3.0,1,252790.02,0
10228,3.0,26,3.0,1,56626.26,0
10230,830.91,34,830.91,1,117310.979016494,0
10231,3.0,23,3.0,1,55225.53,0
10232,0.0,100,0.0,0,76626.93,0
10233,750.0,67,750.0,1,234464.46,0
10238,0.0,31,0.0,0,117310.979016494,0
10241,4641.39,53,4641.39,1,299308.92,0
10242,15.0,25,15.0,1,118486.74,0
10244,0.0,41,0.0,0,35996.82,0
10246,3.0,23,3.0,1,117310.979016494,0
10251,0.0,49,0.0,0,117705.36,0
10252,0.0,45,0.0,0,63067.47,0
10254,3.0,25,3.0,1,58789.14,0
10255,141070.47,39,0.0,1,69930.96,0
10257,2441.16,27,2441.16,1,135838.65,0
10258,595.02,33,595.02,1,42486.54,0
10260,0.0,31,0.0,0,79384.65,0
10262,0.0,40,0.0,0,76603.8,1
10263,53382.42,45,53382.42,1,34031.82,0
10264,3.0,24,3.0,1,103412.91,0
10268,60.0,49,60.0,1,72783.81,0
10273,988.8,25,988.8,1,68410.29,0
10276,90.0,26,90.0,1,117310.979016494,0
10277,3.0,24,3.0,1,117310.979016494,0
10278,90.0,27,90.0,1,137862.78,0
10280,0.0,23,0.0,0,225723.99,0
10285,3.0,24,3.0,1,166582.83,0
10286,1328.43,32,1328.43,1,109568.04,0
10287,3.0,23,3.0,1,117310.979016494,0
10288,408.87,40,408.87,1,102233.85,0
10290,34.86,31,34.86,1,65151.39,0
10291,0.0,29,0.0,0,194996.28,0
10292,3.0,54,3.0,1,63082.8,0
10293,210000.0,45,0.0,1,64854.09,0
10294,11.01,30,11.01,1,100875.87,0
10296,0.0,29,0.0,0,220649.22,0
10298,90.0,54,90.0,1,54063.09,0
10299,0.0,32,0.0,0,117310.979016494,1
10300,0.0,83,0.0,0,113348.16,0
10304,0.0,40,0.0,0,220337.67,0
10305,31286.49,63,0.0,1,144888.39,0
10306,11911.35,50,11911.35,1,24315.06,0
10308,514.8,51,514.8,1,71797.08,0
10310,3.0,24,3.0,1,117310.979016494,0
10315,15.0,33,15.0,1,79820.88,0
10319,60003.0,42,0.0,1,177934.08,0
10321,0.0,62,0.0,0,147269.55,0
10322,63.15,33,63.15,1,87167.73,0
10323,0.0,23,0.0,0,71344.56,0
10326,3.0,24,3.0,1,201911.43,0
10329,1083.72,58,1083.72,1,99689.82,0
10331,690.03,30,690.03,1,67587.9,0
10332,2100.96,46,2100.96,1,117310.979016494,0
10334,90.0,37,90.0,1,73129.08,0
10335,474.12,35,0.0,1,117310.979016494,0
10336,0.0,65,0.0,0,114527.1,0
10337,0.0,23,0.0,0,27703.41,0
10340,12004.59,38,12004.59,1,54895.74,0
10341,108918.42,36,0.0,1,135664.77,0
10342,3.0,27,3.0,1,94321.17,0
10343,183060.0,36,60.0,1,39696.54,0
10349,0.0,27,0.0,0,117310.979016494,0
10351,3.0,23,3.0,1,69359.4,0
10360,0.0,23,0.0,0,520171.5,0
10361,83415.0,49,15.0,1,161436.39,0
10363,0.0,31,0.0,0,69526.02,0
10366,3.0,25,3.0,1,34243.71,0
10367,0.0,23,0.0,0,70684.38,0
10372,28800.0,43,0.0,1,117310.979016494,0
10374,30.0,47,30.0,1,88555.44,1
10375,3.0,23,3.0,1,132004.95,0
10378,240030.0,52,30.0,1,54767.67,0
10379,693.0,24,693.0,1,130487.55,0
10381,90.0,23,90.0,1,53312.79,0
10384,3.0,24,3.0,1,99979.05,0
10385,3.0,25,3.0,1,117310.979016494,0
10389,4740.0,45,4740.0,1,76521.39,0
10390,1795.5,35,1795.5,1,154085.19,0
10394,887.79,49,887.79,1,127000.77,0
10395,4230.75,36,4230.75,1,89661.15,0
10397,3.0,26,3.0,1,40921.26,0
10398,406059.39,73,0.0,1,117310.979016494,0
10399,90.0,23,90.0,1,125157.48,0
10401,769.83,57,769.83,1,120654.0,0
10403,165000.0,40,0.0,1,117310.979016494,0
10404,0.0,23,0.0,0,129137.31,0
10405,90.0,23,90.0,1,79425.93,0
10408,90.0,41,90.0,1,73550.46,0
10411,0.0,34,0.0,0,109215.75,0
10414,90.0,23,90.0,1,119100.51,0
10416,0.0,27,0.0,0,75285.87,0
10417,90.0,25,90.0,1,53653.62,0
10418,3.0,24,3.0,1,43182.99,0
10421,113.31,40,113.31,1,117310.979016494,0
10430,2.16,23,0.0,1,62324.64,1
10433,0.0,64,0.0,0,34071.87,0
10434,2419.98,50,2419.98,1,73966.47,0
10437,0.0,23,0.0,0,109337.13,0
10438,30.0,23,30.0,1,40509.24,0
10439,15.0,27,15.0,1,117310.979016494,0
10440,3.0,25,3.0,1,117310.979016494,0
10442,6000.0,37,6000.0,1,93814.11,0
10443,0.0,23,0.0,0,89215.29,1
10444,0.0,56,0.0,0,117662.16,0
10445,49036.35,47,49036.35,1,226299.18,0
10451,0.0,44,0.0,0,178248.18,0
10453,3.0,23,3.0,1,267512.34,0
10454,3.0,23,3.0,1,148252.62,0
10455,41930.94,65,1623.0,1,122442.21,0
10459,3.0,23,3.0,1,117310.979016494,0
10460,0.0,23,0.0,0,49174.95,0
10463,0.0,31,0.0,0,155321.31,0
10465,192991.8,39,991.8,1,117310.979016494,0
10468,0.0,50,0.0,0,106950.36,1
10471,1500.0,70,1500.0,1,104858.97,0
10472,3.0,34,3.0,1,117310.979016494,0
10475,3779.34,33,1979.34,1,60638.52,0
10476,0.0,41,0.0,0,29724.27,1
10477,30.0,25,30.0,1,117310.979016494,0
10479,1344.0,41,1344.0,1,45588.78,0
10481,30.0,44,30.0,1,100466.73,0
10482,1715.58,27,1715.58,1,51809.58,0
10483,483.99,33,483.99,1,56628.6,0
10484,0.0,26,0.0,0,117310.979016494,0
10485,0.0,23,0.0,0,686646.0,0
10487,90.0,26,90.0,1,117310.979016494,0
10490,0.0,76,0.0,0,217178.73,0
10491,15.0,39,15.0,1,133749.51,0
10494,6.0,47,6.0,1,118059.84,0
10495,3.0,29,3.0,1,34919.28,0
10500,3.0,23,3.0,1,97866.6,0
10501,0.0,34,0.0,0,66105.12,0
10503,0.0,25,0.0,0,117310.979016494,0
10505,6796.23,5,0.0,1,95623.53,0
10506,19407.42,46,0.0,1,115796.37,0
10509,0.0,23,0.0,0,117310.979016494,0
10515,0.0,34,0.0,0,90799.56,0
10516,3.0,31,3.0,1,140065.2,0
10517,0.0,25,0.0,0,104438.88,0
10518,240003.0,60,3.0,1,165125.04,0
10519,3.0,34,3.0,1,104925.0,0
10520,3.6,39,3.6,1,121293.84,0
10521,153.0,27,153.0,1,67333.77,0
10523,30.0,26,30.0,1,117310.979016494,0
10524,1248.09,42,1248.09,1,117633.54,0
10525,3.0,23,3.0,1,181024.89,0
10529,3000.0,45,0.0,1,71820.36,0
10530,90.0,23,90.0,1,58827.39,0
10532,0.0,35,0.0,0,55391.49,0
10535,0.0,23,0.0,0,99521.43,0
10536,3.0,24,3.0,1,110061.9,0
10541,6.0,25,6.0,1,117310.979016494,0
10543,0.0,37,0.0,0,117310.979016494,0
10544,0.0,60,0.0,0,117310.979016494,0
10546,362.88,38,362.88,1,117310.979016494,1
10547,76491.24,42,288.87,1,98423.7,0
10552,0.0,40,0.0,0,24546.69,0
10553,90.0,24,90.0,1,117310.979016494,0
10554,90.0,22,90.0,1,132958.74,0
10555,0.0,23,0.0,0,71605.2,0
10557,12.42,24,12.42,1,100228.5,0
10560,13.65,64,13.65,1,155068.95,0
10563,30030.0,44,30.0,1,112801.23,0
10564,0.0,23,0.0,0,40520.67,0
10565,0.0,40,0.0,0,106349.91,0
10566,3.0,23,3.0,1,260822.25,0
10569,90.0,23,90.0,1,117310.979016494,0
10574,303.0,42,303.0,1,87168.6,0
10579,0.0,54,0.0,0,159164.31,0
10580,3.0,26,3.0,1,117310.979016494,0
10582,3.0,27,3.0,1,89939.88,0
10583,930.0,36,930.0,1,73735.38,0
10584,0.0,23,0.0,0,196888.08,0
10586,3.0,23,3.0,1,67728.27,0
10587,122052.12,50,1800.0,1,176309.52,0
10588,165150.0,60,150.0,1,141075.75,0
10591,90.0,22,90.0,1,117310.979016494,0
10594,0.0,25,0.0,0,127141.5,0
10595,1911.0,43,1911.0,1,117310.979016494,0
10597,3.0,61,3.0,1,351140.79,0
10598,331206.0,69,0.0,1,117310.979016494,0
10600,216.78,26,216.78,1,117310.979016494,0
10602,1092.24,35,1092.24,1,160773.45,0
10603,1348.95,35,1348.95,1,103700.28,0
10606,3.0,25,3.0,1,115810.71,0
10607,793.2,35,793.2,1,73995.51,0
10612,5097.72,34,5097.72,1,74907.6,0
10613,175200.0,62,0.0,1,134179.23,0
10616,3.0,26,3.0,1,117310.979016494,0
10620,0.0,23,0.0,0,41022.21,0
10621,0.0,31,0.0,0,42918.03,0
10622,60.0,23,60.0,1,117310.979016494,0
10623,134213.79,67,2213.79,1,117310.979016494,0
10624,30.93,52,30.93,1,498304.14,0
10626,0.0,24,0.0,0,195850.95,0
10627,3.0,25,3.0,1,49701.6,1
10630,150003.0,63,3.0,1,167914.68,0
10632,930.0,23,930.0,1,81024.39,0
10634,0.0,46,0.0,0,128560.02,0
10635,748.2,23,748.2,1,117310.979016494,0
10636,900.0,41,900.0,1,73682.58,0
10637,12142.05,58,12142.05,1,172222.8,0
10638,0.0,30,0.0,0,117310.979016494,0
10639,90.0,51,90.0,1,139496.88,0
10641,0.0,54,0.0,0,117310.979016494,0
10642,138249.57,41,0.0,1,117310.979016494,0
10643,90.0,25,90.0,1,63985.62,0
10644,90.0,25,90.0,1,215616.45,0
10650,1470.78,64,1470.78,1,117310.979016494,0
10653,0.0,23,0.0,0,230735.46,0
10660,0.0,23,0.0,0,79128.06,0
10663,0.0,60,0.0,0,94734.33,0
10664,0.0,25,0.0,0,87602.85,0
10665,0.0,31,0.0,0,35307.93,0
10667,45003.0,37,0.0,1,117310.979016494,0
10668,242383.02,55,0.0,1,97340.01,0
10669,2905.86,46,0.0,1,153007.71,0
10671,3.0,28,3.0,1,117310.979016494,0
10673,3.0,31,3.0,1,128939.58,0
10676,105142.5,48,0.0,1,73285.89,0
10677,3.0,23,3.0,1,32004.39,0
10679,150.0,23,150.0,1,115243.77,0
10683,0.0,25,0.0,0,239390.22,0
10684,0.0,23,0.0,0,117310.979016494,0
10687,0.0,25,0.0,0,76649.07,0
10688,0.0,44,0.0,0,102709.26,0
10689,3600.0,30,3600.0,1,84654.96,0
10690,251.85,39,251.85,1,66484.44,0
10691,0.0,23,0.0,0,117310.979016494,0
10693,0.0,63,0.0,0,75954.51,1
10695,90.0,5,90.0,1,180169.65,0
10701,36000.0,55,0.0,1,102879.84,0
10703,90.0,28,90.0,1,127877.43,0
10704,13.83,23,13.83,1,95828.07,0
10707,0.0,54,0.0,0,117310.979016494,0
10710,3.0,31,3.0,1,27386.4,0
10712,3.0,23,3.0,1,54574.98,0
10715,90.0,35,90.0,1,22422.09,0
10718,480.12,15,0.0,1,157246.83,0
10719,30.0,35,30.0,1,117310.979016494,0
10721,3239.16,44,3239.16,1,197627.28,0
10727,0.0,23,0.0,0,153216.09,0
10730,285748.5,38,0.0,1,124235.58,0
10731,5728.95,27,5728.95,1,189563.13,0
10733,18670.56,35,0.0,1,108390.39,0
10735,1445.64,40,1445.64,1,44673.9,0
10736,0.0,58,0.0,0,39457.02,0
10737,104814.57,44,0.0,1,58471.44,0
10738,3.0,25,3.0,1,67220.1,0
10740,3.0,37,3.0,1,21754.47,0
10742,235.56,33,235.56,1,94417.92,0
10744,0.0,23,0.0,0,172957.38,0
10746,0.0,24,0.0,0,82915.71,0
10749,0.0,23,0.0,0,68030.04,0
10750,3.0,23,3.0,1,40812.3,0
10761,240045.0,40,0.0,1,117310.979016494,0
10765,1651.83,28,1651.83,1,48403.47,0
10768,180003.0,45,180003.0,1,150023.76,0
10770,0.0,23,0.0,0,94874.16,0
10772,782.4,31,782.4,1,51081.69,0
10773,16.02,26,16.02,1,126546.45,0
10776,150394.89,45,0.0,1,188879.07,0
10778,0.0,29,0.0,0,175666.8,0
10780,0.0,23,0.0,0,100460.97,0
10781,0.0,23,0.0,0,43529.04,0
10783,6.15,23,6.15,1,161478.51,0
10784,267.72,26,267.72,1,70915.83,0
10796,0.0,23,0.0,0,122446.74,0
10799,78.33,37,78.33,1,17286.21,0
10800,90.0,23,90.0,1,117310.979016494,0
10801,0.0,39,0.0,0,42737.94,0
10803,3.0,25,3.0,1,33259.92,0
10804,3.0,27,3.0,1,206707.74,0
10806,855.27,34,855.27,1,159362.46,0
10810,2259.87,43,2259.87,1,64181.88,0
10811,423.0,23,423.0,1,56453.91,0
10812,3.0,28,3.0,1,86836.95,0
10815,0.0,24,0.0,0,95723.88,0
10816,0.0,30,0.0,0,79695.57,0
10819,0.0,23,0.0,0,130144.77,0
10820,2734.59,44,2134.14,1,55505.31,0
10821,92.85,37,92.85,1,77704.23,0
10822,15.0,23,15.0,1,255438.75,0
10824,3.0,31,3.0,1,80841.69,0
10827,0.0,36,0.0,0,110367.0,1
10832,7.23,34,7.23,1,84481.17,0
10833,135.9,39,135.9,1,115567.23,0
10836,0.0,39,0.0,0,57111.87,0
10838,3.0,27,3.0,1,53065.77,0
10839,6870.0,38,6870.0,1,35177.19,0
10841,541312.8,46,3.0,1,117310.979016494,0
10842,0.0,24,0.0,0,55298.52,0
10843,34.23,30,34.23,1,38324.7,1
10844,36000.0,55,0.0,1,117310.979016494,0
10847,3.0,30,3.0,1,472883.28,0
10850,0.0,23,0.0,0,163193.22,0
10852,141003.0,40,0.0,1,70499.34,0
10853,0.0,23,0.0,0,69913.77,0
10857,150.0,23,150.0,1,43313.67,0
10859,750.0,29,750.0,1,80463.93,0
10860,0.0,23,0.0,0,124603.62,0
10861,90.0,23,90.0,1,92087.4,0
10863,172.08,32,172.08,1,29145.27,0
10865,0.3,23,0.3,1,97639.56,0
10866,3.0,28,3.0,1,30655.08,0
10869,3.0,23,3.0,1,117310.979016494,0
10871,11892.93,62,11892.93,1,81012.36,0
10873,78.0,42,78.0,1,135242.07,0
10877,0.0,56,0.0,0,117310.979016494,1
10878,0.0,33,0.0,0,117310.979016494,0
10881,0.0,23,0.0,0,332236.29,0
10884,0.6,26,0.6,1,57743.46,0
10885,0.0,27,0.0,0,117310.979016494,0
10886,3.0,28,3.0,1,120386.25,1
10887,585.6,23,585.6,1,137877.93,0
10888,3.0,23,3.0,1,146069.13,0
10889,0.0,34,0.0,0,141231.57,0
10891,0.0,25,0.0,0,75671.73,0
10892,3795.0,35,3795.0,1,117310.979016494,0
10896,31475.1,45,4475.1,1,36491.94,0
10898,3.0,22,3.0,1,100418.1,0
10900,299823.0,41,0.0,1,94035.33,0
10901,0.0,23,0.0,0,44456.82,0
10903,600.0,52,600.0,1,244773.57,0
10904,3.0,23,3.0,1,64947.42,0
10905,45.06,44,45.06,1,97264.17,0
10907,90.0,26,90.0,1,117310.979016494,0
10909,3.0,24,3.0,1,65069.7,0
10910,3.0,67,3.0,1,50067.45,0
10911,26493.27,45,422.01,1,82415.19,0
10913,3.0,46,3.0,1,74897.49,0
10914,3.0,24,3.0,1,38239.26,0
10915,3.0,28,3.0,1,42308.94,0
10917,1200.0,48,1200.0,1,117310.979016494,0
10918,3.0,24,3.0,1,117310.979016494,0
10920,90.0,23,90.0,1,22889.91,0
10922,3.0,23,3.0,1,117310.979016494,0
10925,0.0,23,0.0,0,117310.979016494,0
10926,54030.0,91,0.0,1,48872.46,0
10927,0.0,25,0.0,0,57547.98,0
10934,645.09,42,645.09,1,62342.7,0
10936,3.0,28,3.0,1,255037.2,0
10937,62.49,23,62.49,1,69578.91,0
10938,0.0,46,0.0,0,136476.09,0
10944,6.0,67,6.0,1,109706.46,0
10946,3.0,23,3.0,1,114893.07,0
10947,15.0,24,15.0,1,117310.979016494,0
10949,3.0,23,3.0,1,33701.7,0
10951,3.0,23,3.0,1,165957.63,0
10953,150.0,23,150.0,1,68041.86,0
10956,0.0,37,0.0,0,100028.37,0
10957,30.0,23,30.0,1,57852.93,0
10958,0.03,23,0.03,1,173320.62,0
10961,3.0,23,3.0,1,117310.979016494,0
10962,0.0,28,0.0,0,124461.33,0
10963,49900.65,53,0.0,1,137545.77,0
10964,30.0,28,30.0,1,41663.1,0
10965,3.0,23,3.0,1,123925.35,0
10966,0.0,27,0.0,0,1067972.01,0
10967,150.0,23,150.0,1,117310.979016494,0
10970,43.35,42,43.35,1,63090.69,0
10975,3.0,23,3.0,1,67406.94,0
10976,0.0,32,0.0,0,117310.979016494,0
10977,1471.53,32,1471.53,1,175149.27,0
10978,0.0,23,0.0,0,136864.23,0
10980,6.0,33,6.0,1,59662.11,0
10981,0.0,23,0.0,0,45984.36,0
10982,60.0,24,60.0,1,76837.83,0
10983,0.0,46,0.0,0,81895.14,1
10984,3.0,23,3.0,1,52081.02,0
10987,3.0,23,3.0,1,117310.979016494,0
10989,6.0,34,6.0,1,148073.19,0
10990,2490.0,31,2490.0,1,117310.979016494,0
10992,0.0,38,0.0,0,71018.43,0
10993,3.0,23,3.0,1,103319.31,0
10995,3.0,23,3.0,1,56786.58,0
10997,600.0,38,600.0,1,117310.979016494,0
10999,15.33,37,15.33,1,21818.67,0
11001,0.0,37,0.0,0,266916.06,0
11002,0.0,23,0.0,0,73375.98,0
11003,3.0,29,3.0,1,60593.49,0
11004,69.03,23,69.03,1,117310.979016494,0
11005,-57.24,23,-57.24,1,149592.42,0
11006,9451.08,36,9451.08,1,444165.66,0
11009,24000.0,41,0.0,1,117310.979016494,0
11010,321.12,39,321.12,1,50982.81,0
11013,3.0,40,3.0,1,40197.42,0
11015,1566.0,27,1566.0,1,232733.01,0
11016,69186.84,50,0.0,1,43110.0,0
11017,5082.63,44,0.0,1,122289.51,0
11021,90.0,23,90.0,1,97908.51,0
11022,3.0,29,3.0,1,167954.07,0
11029,253403.04,47,0.0,1,291311.37,0
11030,0.0,37,0.0,0,76021.26,0
11031,3.0,28,3.0,1,51186.54,0
11033,558.24,23,558.24,1,61799.61,0
11037,1207.95,33,1207.95,1,183723.03,0
11041,0.0,35,0.0,0,117310.979016494,1
11044,30.0,23,30.0,1,87389.13,0
11045,150.0,23,150.0,1,84685.23,0
11046,0.0,28,0.0,0,150637.83,0
11047,3.0,23,3.0,1,220640.73,0
11048,3.0,25,3.0,1,245640.21,0
11050,81008.04,38,8.04,1,101344.5,0
11051,37047.75,38,1047.75,1,138157.86,0
11052,0.36,23,0.36,1,117310.979016494,0
11054,0.0,27,0.0,0,94653.72,0
11056,0.0,26,0.0,0,137306.07,0
11057,0.0,26,0.0,0,147824.73,0
11060,3.0,28,3.0,1,19430.91,0
11061,3.0,27,3.0,1,54860.64,0
11067,3.0,23,3.0,1,145760.1,0
11068,3.0,23,3.0,1,34836.33,0
11070,330395.97,72,0.0,1,217387.29,0
11072,0.0,23,0.0,0,153308.31,0
11073,159015.0,78,15.0,1,117310.979016494,0
11075,0.0,23,0.0,0,117310.979016494,0
11076,0.0,23,0.0,0,134785.59,0
11077,3.0,24,3.0,1,111044.46,0
11079,3.0,25,3.0,1,98648.13,0
11080,123.0,23,123.0,1,58378.74,0
11081,1530.0,26,1530.0,1,71392.65,0
11082,32115.0,51,2115.0,1,117310.979016494,0
11083,1710.0,36,1710.0,1,112104.36,0
11084,30036.39,35,0.0,1,117310.979016494,0
11087,3.0,36,3.0,1,54359.34,0
11089,3.0,23,3.0,1,83889.51,0
11091,90.0,28,90.0,1,46583.46,0
11092,3.0,25,3.0,1,77392.92,0
11093,0.0,35,0.0,0,117310.979016494,0
11096,0.0,26,0.0,0,112602.24,0
11098,3.0,23,3.0,1,79583.73,0
11100,90.0,23,90.0,1,117310.979016494,0
11101,0.0,23,0.0,0,35834.1,0
11102,90.0,22,90.0,1,47496.45,0
11103,90.0,59,90.0,1,57485.55,0
11104,0.0,23,0.0,0,32824.44,0
11105,6314.01,51,6314.01,1,70239.78,0
11106,40.23,48,0.0,1,98013.24,0
11108,84519.66,38,0.0,1,117310.979016494,0
11114,1554.66,32,1554.66,1,38914.11,1
11116,7980.0,34,0.0,1,57755.76,0
11117,90.0,23,90.0,1,117310.979016494,0
11118,902.73,33,902.73,1,131619.06,0
11120,5283.06,42,5283.06,1,134391.99,0
11122,3.0,62,3.0,1,117310.979016494,0
11123,90.0,23,90.0,1,117310.979016494,0
11124,0.0,38,0.0,0,89448.48,0
11127,3.0,23,3.0,1,117310.979016494,0
11128,30.0,43,30.0,1,36588.45,0
11129,0.0,70,0.0,0,132399.96,0
11134,90.0,24,90.0,1,83913.87,0
11136,23029.8,23,529.8,1,223448.13,0
11138,0.0,24,0.0,0,28599.42,0
11139,90.0,23,90.0,1,117310.979016494,0
11146,749.16,25,749.16,1,58260.0,0
11147,7553.55,23,7553.55,1,197081.7,0
11150,60.0,23,60.0,1,117310.979016494,0
11153,453.0,27,453.0,1,74513.49,0
11154,0.15,32,0.15,1,68532.57,1
11155,15.0,37,15.0,1,42910.32,0
11157,93.0,25,93.0,1,60128.46,0
11158,0.0,42,0.0,0,117310.979016494,0
11163,0.0,23,0.0,0,117310.979016494,0
11166,15.0,67,15.0,1,193275.24,0
11170,114.0,37,114.0,1,49558.95,0
11173,0.0,28,0.0,0,143505.54,0
11174,90.0,25,90.0,1,119149.41,0
11181,3.0,23,3.0,1,117310.979016494,0
11184,2756.91,31,2756.91,1,43551.42,0
11185,3.0,23,3.0,1,117310.979016494,0
11186,9.0,23,9.0,1,70770.6,0
11187,3.0,25,3.0,1,115463.73,0
11188,87600.0,30,0.0,1,46636.83,0
11191,3.0,26,3.0,1,117310.979016494,0
11192,201000.0,39,0.0,1,117310.979016494,0
11195,30.0,30,30.0,1,77920.14,0
11196,90.0,24,90.0,1,117310.979016494,0
11197,3064.83,45,3064.83,1,88976.31,0
11199,3.0,24,3.0,1,79621.74,0
11201,626406.0,49,6.0,1,79659.78,0
11211,3.0,23,3.0,1,117310.979016494,0
11214,3.0,26,3.0,1,61236.21,0
11215,3.0,28,3.0,1,117310.979016494,0
11216,0.0,23,0.0,0,117310.979016494,0
11219,3.0,23,3.0,1,117310.979016494,0
11222,3.0,27,3.0,1,32877.75,0
11231,2926.38,50,2926.38,1,56942.91,0
11233,90.0,23,90.0,1,86917.74,0
11234,0.0,23,0.0,0,133093.89,0
11236,770.31,56,770.31,1,120235.59,0
11237,3.0,23,3.0,1,164869.47,0
11242,0.0,25,0.0,0,163598.52,0
11243,90.0,49,90.0,1,150118.44,0
11244,3.0,26,3.0,1,91460.01,1
11246,0.0,28,0.0,0,84652.68,0
11249,0.0,24,0.0,0,112184.85,0
11250,30037.74,50,0.0,1,97999.41,0
11254,60.0,50,60.0,1,34830.12,0
11257,0.0,23,0.0,0,122271.99,0
11258,0.0,23,0.0,0,117310.979016494,0
11260,60000.0,57,0.0,1,127623.57,0
11262,0.0,34,0.0,0,41692.08,1
11263,3364.05,35,3364.05,1,117310.979016494,0
11264,0.0,23,0.0,0,60578.37,0
11266,3.0,24,3.0,1,78751.71,0
11268,150.0,28,150.0,1,67277.16,0
11271,60.0,33,60.0,1,117310.979016494,0
11272,22458.21,58,22458.21,1,51893.04,0
11273,0.0,37,0.0,0,52596.48,1
11274,39090.0,36,0.0,1,119932.17,0
11276,0.0,42,0.0,0,117310.979016494,0
11280,30.0,23,30.0,1,74650.83,0
11282,375000.0,45,0.0,1,117310.979016494,0
11286,18000.0,35,0.0,1,105260.88,0
11289,3.0,23,3.0,1,145362.48,0
11293,6.0,23,6.0,1,130505.13,0
11295,844.2,36,844.2,1,54571.62,0
11297,3.0,25,3.0,1,146686.14,0
11298,0.0,37,0.0,0,97780.86,0
11299,3.0,23,3.0,1,117761.76,0
11303,0.0,25,0.0,0,71172.69,0
11305,0.0,55,0.0,0,123799.08,1
11306,88.32,23,88.32,1,37647.36,0
11309,108.3,23,108.3,1,260765.07,0
11310,3.0,24,3.0,1,122150.13,0
11316,3.0,26,3.0,1,113485.56,0
11317,3.0,24,3.0,1,72178.2,0
11318,90.0,23,90.0,1,117310.979016494,0
11319,3.0,23,3.0,1,117310.979016494,0
11320,45000.0,53,0.0,1,188946.42,0
11321,1950.0,25,1950.0,1,90959.73,0
11322,0.27,43,0.0,1,259298.76,0
11324,90.0,25,90.0,1,62552.31,0
11326,3.0,27,3.0,1,23287.89,0
11329,3.72,38,3.72,1,58671.72,0
11331,0.0,48,0.0,0,117310.979016494,1
11332,3.0,25,3.0,1,27768.42,0
11335,3.0,28,3.0,1,62113.56,0
11336,3.0,23,3.0,1,114441.99,0
11337,3999.0,70,3999.0,1,91086.51,0
11340,424.14,46,424.14,1,79345.56,0
11341,90.0,22,90.0,1,74008.14,0
11343,3.0,65,0.0,1,118637.31,0
11344,3.0,23,3.0,1,25736.64,0
11351,90.0,31,90.0,1,125611.68,0
11352,8117.88,32,8117.88,1,117310.979016494,1
11353,6.0,23,6.0,1,56595.99,0
11356,90.0,23,90.0,1,140254.5,0
11358,12938.43,36,0.0,1,95496.93,0
11360,0.0,23,0.0,0,117310.979016494,0
11364,90.0,23,90.0,1,100040.16,0
11365,2763.39,34,2763.39,1,85560.24,1
11368,59.07,23,59.07,1,183548.43,0
11369,0.0,23,0.0,0,67895.97,0
11370,1024.32,23,1024.32,1,117310.979016494,0
11371,31650.0,33,31650.0,1,59418.45,0
11375,3.0,26,3.0,1,54644.52,0
11376,3.0,23,3.0,1,68706.15,0
11378,0.0,23,0.0,0,193497.03,0
11379,0.0,23,0.0,0,193486.8,0
11383,11.58,23,11.58,1,67481.22,0
11384,0.0,27,0.0,0,109264.14,0
11385,3.0,26,3.0,1,92921.79,0
11392,30.0,46,30.0,1,124417.35,0
11395,90.0,23,90.0,1,70847.4,0
11396,1645.56,60,1645.56,1,117310.979016494,0
11397,0.0,56,0.0,0,82781.85,0
11398,0.0,43,0.0,0,132441.51,0
11399,3.0,23,3.0,1,142197.6,0
11400,0.0,23,0.0,0,117310.979016494,0
11402,90.0,24,90.0,1,147147.27,0
11406,0.0,23,0.0,0,60588.06,0
11409,30.0,24,30.0,1,138214.62,0
11410,90.0,23,90.0,1,56458.05,0
11413,106.47,56,106.47,1,50806.68,0
11415,2063.91,36,2063.91,1,117310.979016494,0
11417,3.0,54,3.0,1,117310.979016494,0
11418,240303.0,42,3.0,1,250124.64,0
11419,7892.73,37,7892.73,1,79383.48,0
11424,0.0,25,0.0,0,341925.36,0
11426,10436.58,52,0.0,1,129044.79,0
11427,80.73,24,0.0,1,89480.55,0
11428,0.0,35,0.0,0,186350.43,0
11430,36.0,49,36.0,1,36851.58,0
11437,57030.0,52,57030.0,1,117310.979016494,0
11440,3.0,25,3.0,1,117310.979016494,0
11441,300.0,28,300.0,1,117310.979016494,0
11442,6.0,28,6.0,1,54701.34,0
11443,3.0,23,3.0,1,102221.55,0
11444,3.0,27,3.0,1,114110.01,0
11445,3.0,23,3.0,1,110335.89,0
