ID,saldo_var30,var15,saldo_var8,var38,saldo_medio_var5_hace3,saldo_medio_var5_ult3,num_var45_ult3,TARGET
33071,1800.0,25,0.0,89837.85,510.03,1370.01,3,0
33073,0.0,39,0.0,49941.21,0.0,0.0,0,0
33074,3.0,47,0.0,126349.53,0.0,2.94,3,0
33077,3.0,27,0.0,42000.45,0.0,2.94,9,0
33078,90.0,23,0.0,113064.06,8.7,62.91,0,0
33080,0.0,28,0.0,31030.02,3.21,32.94,24,0
33081,0.0,32,0.0,477144.87,0.0,0.0,0,0
33085,3.0,31,0.0,39961.65,0.27,2.1,6,0
33086,3.0,23,0.0,117310.979016494,2.04,2.67,0,0
33087,90.0,23,0.0,67477.74,2.91,60.96,0,0
33088,926.07,51,926.07,117310.979016494,5.79,0.0,45,0
33089,3.0,24,0.0,18272.58,2.52,2.85,3,0
33090,3.0,30,0.0,60259.77,0.18,2.07,12,0
33092,3.0,27,0.0,18327.45,0.75,2.25,0,0
33093,60.0,53,0.0,44446.08,44.49,54.84,0,0
33094,3.0,24,0.0,81969.18,0.18,2.07,0,0
33095,0.0,25,0.0,75568.32,0.0,0.0,0,0
33096,75.0,30,0.0,117310.979016494,24.51,58.17,9,0
33097,0.0,25,0.0,256141.53,0.0,0.0,0,0
33101,0.0,42,0.0,102776.46,0.0,0.0,0,0
33103,180300.0,76,0.0,152362.23,5816.13,2138.7,0,0
33106,31681.77,44,0.0,47920.65,193.53,1286.19,24,0
33107,0.0,73,0.0,117310.979016494,0.0,0.0,3,0
33108,90.0,23,0.0,165142.23,74.46,84.81,0,0
33109,0.0,23,0.0,59606.01,0.0,0.0,0,0
33111,3.0,23,0.0,59544.36,1.08,2.37,0,0
33117,2937.24,43,2937.24,67381.44,0.0,0.0,6,0
33118,3.0,28,0.0,84836.43,0.42,2.13,0,0
33120,3.0,24,0.0,54111.48,0.27,2.1,0,0
33123,90.0,23,0.0,48913.44,2.91,60.96,3,0
33125,3.0,23,0.0,117310.979016494,0.0,3.0,0,0
33127,0.0,69,0.0,76769.34,0.0,0.0,0,0
33129,689.31,30,0.0,46609.02,11.67,509.43,60,0
33131,102120.0,48,0.0,94398.42,23.25,44.85,78,0
33137,3.0,25,0.0,51109.35,0.51,2.16,0,0
33141,72031.32,31,0.0,105521.88,3204.99,0.0,3,0
33142,3.0,23,0.0,64018.32,0.78,4.95,18,0
33143,0.6,23,0.0,48393.75,11.61,62.88,0,0
33144,3.0,23,0.0,362026.17,0.78,2.25,0,0
33148,93122.49,50,0.0,117310.979016494,2903.22,5417.88,144,0
33149,6.0,23,0.0,72275.19,4.95,5.64,0,0
33151,3.0,28,0.0,41779.77,2.61,2.88,0,0
33153,338.79,32,0.0,142783.74,27.96,828.99,18,0
33154,0.0,24,0.0,67832.79,0.0,0.0,0,0
33156,90.0,42,0.0,86462.52,3.0,60.99,12,0
33157,0.0,36,0.0,199954.8,0.0,0.0,0,0
33159,0.0,39,0.0,117310.979016494,0.0,0.0,0,0
33160,0.0,25,0.0,45591.99,52.23,0.0,6,0
33161,0.0,44,0.0,84926.31,0.0,0.0,0,0
33163,45600.0,48,0.0,117310.979016494,1587.09,929.04,12,0
33166,3.0,23,0.0,81046.41,1.59,2.52,3,0
33169,3030.0,32,0.0,101033.46,0.0,1562.1,0,0
33171,3.0,24,0.0,87459.93,1.23,2.4,0,0
33172,141294.12,48,0.0,79243.71,3.51,59569.68,45,0
33174,-1496.64,42,0.0,69760.95,0.0,486.78,30,0
33176,3.0,24,0.0,221484.42,2.7,2.91,6,0
33180,0.0,23,0.0,112005.84,0.0,0.0,0,0
33181,1503.0,36,0.0,90466.77,1.14,21.75,24,0
33182,0.0,24,0.0,223386.9,0.0,0.0,0,0
33187,4515.0,50,0.0,117310.979016494,0.0,2413.92,33,0
33191,1665.0,48,0.0,117310.979016494,0.0,1546.08,0,0
33192,3.0,23,0.0,80915.34,2.67,2.88,3,0
33197,274.11,27,0.0,79125.0,1.59,157.83,33,0
33199,9392.7,65,0.0,203019.66,811.62,9216.57,24,0
33203,0.0,24,0.0,242545.71,0.0,0.0,0,0
33206,4922.97,23,0.0,200954.19,0.0,3729.96,9,0
33208,30.0,23,0.0,460764.66,9.69,23.22,3,0
33210,0.0,23,0.0,196213.47,0.0,0.0,3,0
33213,577.8,31,577.8,71478.42,1.2,0.0,9,0
33216,3.0,27,0.0,89455.59,2.43,2.82,0,0
33219,90.0,22,0.0,41983.44,0.0,85.35,0,0
33221,0.0,37,0.0,117310.979016494,0.0,0.0,0,0
33222,0.0,45,0.0,120282.81,0.0,0.0,0,0
33227,4.5,24,0.0,73254.84,0.81,7.92,24,0
33229,1920.0,36,0.0,85284.9,14.52,1032.87,42,0
33230,89.49,71,0.0,115421.28,32.58,71.76,36,0
33231,40.53,23,0.0,117310.979016494,0.0,138.21,12,0
33234,1779.06,50,0.0,124237.38,425.82,695.94,33,0
33235,90.0,31,0.0,121513.32,43.56,74.52,3,0
33239,3.0,24,0.0,50016.45,1.95,2.64,0,0
33244,0.0,23,0.0,914375.43,0.0,0.0,0,0
33246,0.0,23,0.0,89592.45,23.94,0.0,6,0
33249,0.0,25,0.0,106543.77,0.0,0.0,0,0
33252,11200.11,33,0.0,57822.45,165.0,1060.77,3,0
33253,0.0,25,0.0,61306.83,0.0,0.0,0,0
33254,457.11,33,0.0,137375.34,2182.92,1360.74,21,0
33257,4182.12,96,0.0,58899.93,43.71,1519.38,60,0
33259,3.0,24,0.0,288997.44,2.31,2.76,0,0
33260,90.0,43,0.0,117310.979016494,46.62,75.54,0,0
33261,93.0,23,0.0,118714.86,66.42,84.15,0,0
33262,730.5,47,0.0,94903.29,2007.66,1463.73,12,0
33263,7461.78,51,4759.56,127995.27,222.57,0.0,42,1
33265,11.76,27,0.0,66704.61,1.38,197.19,87,0
33266,3.0,24,0.0,63071.55,2.22,2.73,0,0
33267,60.0,49,0.0,80211.0,0.0,55.17,30,0
33268,0.0,32,0.0,117310.979016494,0.0,0.0,0,0
33269,1560.0,47,0.0,30571.65,11.61,420.63,48,0
33272,56.94,31,56.94,117310.979016494,2.67,0.0,54,0
33273,90.0,24,0.0,117310.979016494,39.0,72.99,6,0
33275,90.0,23,0.0,153415.2,0.0,90.0,0,0
33276,0.0,34,0.0,51615.0,0.0,0.0,12,1
33278,0.3,24,0.0,114006.9,0.24,0.27,0,0
33283,0.0,43,0.0,62780.79,0.0,0.0,0,0
33284,544.65,46,0.0,220812.03,0.0,1129.8,15,0
33288,0.0,23,0.0,117310.979016494,0.0,0.0,6,0
33292,26.64,27,0.0,96325.53,68.67,43.44,18,0
33293,20.07,25,20.07,241860.12,0.72,0.0,24,0
33294,90.0,36,0.0,117310.979016494,31.02,70.35,6,0
33301,0.0,26,0.0,58349.07,0.0,0.0,30,0
33302,0.0,36,0.0,117310.979016494,0.0,0.0,0,0
33304,0.0,29,0.0,119571.96,0.0,0.0,3,0
33305,3.0,23,0.0,117310.979016494,2.61,2.88,0,0
33306,0.0,36,0.0,56438.19,0.0,0.0,0,1
33309,90.0,22,0.0,117310.979016494,20.34,66.78,0,0
33311,90.0,22,0.0,176432.46,45.03,75.0,0,0
33312,18.6,23,0.0,117310.979016494,11.67,16.14,12,0
33314,0.0,23,0.0,41575.92,0.0,0.0,0,0
33316,0.0,23,0.0,117310.979016494,0.0,0.0,3,0
33317,3.0,23,0.0,109937.46,1.74,2.58,0,0
33321,3.0,23,0.0,125025.06,1.83,2.61,0,0
33323,1796.85,53,1796.85,105441.33,4555.17,0.0,204,0
33324,2143.11,84,0.0,50436.96,342.48,1437.78,159,0
33325,90.0,23,0.0,135214.77,2.91,60.96,0,0
33326,0.0,25,0.0,58314.54,0.0,0.0,0,0
33327,0.0,34,0.0,114098.46,0.0,0.0,0,1
33330,3.0,23,0.0,67986.78,0.87,2.28,3,0
33331,90.0,23,0.0,69908.04,74.46,84.81,9,0
33335,0.0,26,0.0,145700.07,79.98,0.0,3,0
33337,3.0,23,0.0,77679.06,0.87,2.28,0,0
33338,15.0,41,0.0,104332.35,0.48,10.17,9,0
33340,0.0,23,0.0,68880.54,0.0,0.0,0,0
33341,60015.0,63,0.0,167547.6,0.0,15.0,24,0
33342,3.0,23,0.0,46300.98,1.59,2.52,0,0
33343,3401.34,36,3401.34,151945.2,0.0,0.0,285,1
33344,7980.0,40,0.0,82063.65,2493.42,4935.6,12,0
33348,15.0,23,0.0,117310.979016494,6.0,12.0,0,0
33349,0.0,23,0.0,66165.78,0.0,0.0,0,0
33351,0.0,23,0.0,222536.85,0.0,0.0,0,0
33352,510.0,24,0.0,70393.68,2.88,101.01,18,0
33356,301.29,43,0.0,137902.14,307.98,769.02,231,0
33357,1346.22,37,0.0,117310.979016494,430.2,1283.34,66,0
33358,90.0,22,0.0,117310.979016494,8.7,62.91,0,0
33359,153.0,23,0.0,121022.58,49.38,118.47,9,0
33360,3.0,66,0.0,80827.59,0.33,2.1,0,0
33363,90.0,23,0.0,61389.06,80.7,86.91,3,0
33364,0.0,54,0.0,117310.979016494,0.0,0.0,0,0
33366,0.0,52,0.0,119864.25,0.0,0.0,3,0
33367,0.0,23,0.0,65827.77,0.0,0.0,0,0
33368,9.0,29,0.0,119237.25,0.3,6.09,21,0
33369,3.0,25,0.0,46628.52,1.05,2.34,6,0
33370,146.04,34,0.0,184529.43,21.0,153.99,9,0
33373,0.0,23,0.0,117310.979016494,0.0,0.0,0,0
33374,90.0,28,0.0,88965.51,72.6,84.21,3,0
33375,3.0,24,0.0,203139.48,1.74,2.58,0,0
33376,3.0,23,0.0,117310.979016494,0.27,2.1,0,0
33377,90.0,25,0.0,150772.5,0.0,90.0,3,0
33378,0.0,40,0.0,71323.53,0.0,0.0,0,1
33379,0.0,42,0.0,171445.53,0.0,0.0,0,0
33380,3.0,37,0.0,117310.979016494,1.95,2.64,0,0
33381,300.0,59,0.0,113091.96,241.95,280.65,30,0
33382,0.0,28,0.0,80078.28,0.0,0.0,0,0
33383,3.0,25,0.0,71046.63,0.42,2.13,15,0
33384,3.0,27,0.0,50997.51,0.18,2.07,0,0
33387,0.0,48,0.0,257228.55,0.0,0.0,0,0
33388,564.51,49,0.0,60264.39,0.0,749.91,192,0
33390,0.0,24,0.0,161768.19,0.0,0.0,0,0
33392,0.0,30,0.0,117310.979016494,0.0,0.0,0,0
33394,4231.44,34,0.0,71678.88,0.0,0.0,48,0
33395,90.0,23,0.0,91154.01,23.22,67.74,3,0
33396,648.9,34,0.0,52387.47,0.0,807.12,90,0
33397,0.0,50,0.0,143708.49,0.0,0.0,0,0
33398,0.0,24,0.0,86589.36,0.0,0.0,15,0
33400,354.39,35,0.0,117310.979016494,0.0,54.0,24,0
33401,93.0,25,0.0,81465.57,2.7,47.43,3,0
33404,90.0,23,0.0,174240.78,36.03,72.0,9,0
33405,3.0,23,0.0,89644.8,1.2,2.4,0,0
33406,2109.54,37,0.0,40085.58,0.0,1479.9,6,0
33407,3.0,23,0.0,117310.979016494,0.99,2.34,0,0
33408,0.0,45,0.0,117310.979016494,19.35,169.41,6,0
33409,0.0,35,0.0,117310.979016494,0.0,0.0,0,0
33412,43.56,25,0.0,61264.95,31.02,64.35,0,0
33415,3.0,28,0.0,63821.85,1.62,2.55,0,0
33416,3.0,23,0.0,46021.71,2.67,2.88,0,0
33417,0.0,25,0.0,196432.02,0.0,0.0,0,0
33418,90.0,36,0.0,111510.0,8.7,62.91,3,0
33420,0.0,33,0.0,197441.4,0.0,0.0,0,1
33421,3.0,26,0.0,141995.58,1.68,2.55,0,0
33422,1083.06,47,0.0,74249.16,931.02,1301.49,30,0
33423,15.0,39,0.0,118870.86,3.84,11.28,18,0
33424,3.0,23,0.0,94862.94,1.59,2.52,0,0
33429,0.0,26,0.0,117310.979016494,0.0,0.0,0,0
33433,0.0,24,0.0,84919.74,0.0,0.0,0,0
33434,0.0,39,0.0,37683.36,0.0,0.0,3,0
33435,60.0,70,0.0,142617.66,0.0,55.71,0,0
33437,0.0,32,0.0,158608.98,0.0,0.0,0,0
33441,12.15,28,0.0,117310.979016494,74.46,54.54,3,0
33445,392.34,50,392.34,128552.34,0.0,0.0,147,1
33446,21.42,24,0.0,91703.7,0.03,35.31,69,0
33447,3.0,24,0.0,39809.61,0.63,2.22,0,0
33448,3.0,24,0.0,86554.29,2.61,2.88,0,0
33450,0.0,58,0.0,70807.92,0.0,0.0,0,1
33455,90600.0,53,0.0,117310.979016494,23225.79,15115.26,24,0
33456,0.0,23,0.0,88227.06,0.0,0.0,0,0
33457,2123084.7,49,0.0,117310.979016494,1.05,2.34,6,0
33459,0.0,23,0.0,117310.979016494,0.0,0.0,0,0
33460,90.0,27,0.0,191871.21,0.0,90.0,3,0
33462,1920.45,41,0.0,117310.979016494,0.0,1100.52,21,0
33464,4482.63,43,0.0,35890.14,430.02,3038.91,12,0
33465,126.96,47,0.0,125578.08,31.95,193.92,18,0
33467,0.0,25,0.0,42972.39,0.0,0.0,0,0
33468,0.0,68,0.0,61740.63,0.0,0.0,0,0
33469,3.0,24,0.0,141033.42,2.43,2.82,3,0
33476,3.0,24,0.0,109634.61,2.34,2.79,3,0
33477,90.0,24,0.0,91665.75,3.0,60.99,0,0
33478,134995.53,56,0.0,36762.81,6679.98,3741.66,54,0
33479,0.0,35,0.0,117310.979016494,0.0,0.0,0,0
33480,64200.0,40,0.0,130726.26,4567.71,0.0,216,0
33481,3.0,23,0.0,63933.51,0.0,3.0,0,0
33483,732.03,35,0.0,112613.82,0.0,466.77,45,0
33484,0.0,27,0.0,117310.979016494,0.0,0.0,6,1
33485,60060.0,44,0.0,117310.979016494,0.0,1020.0,12,0
33486,0.0,52,0.0,117310.979016494,0.0,0.0,0,0
33489,3.0,23,0.0,114782.58,1.05,2.34,9,0
33491,60080.7,36,0.0,117310.979016494,2068.98,0.0,15,0
33492,3.0,23,0.0,123635.4,2.34,2.79,0,0
33493,52500.0,43,0.0,163508.79,10935.45,4645.14,63,0
33494,0.0,23,0.0,83942.31,0.0,0.0,0,0
33496,4326.96,23,0.0,195485.58,80.7,1578.36,21,0
33499,3.0,23,0.0,59399.61,1.44,2.49,0,0
33501,90.0,22,0.0,94899.48,8.7,62.91,0,0
33502,60000.03,71,0.0,56814.27,20000.01,6666.69,9,0
33504,393.33,28,0.0,137247.45,0.0,12.69,15,0
33507,150.0,23,0.0,64390.38,135.03,145.02,3,0
33512,60000.0,45,0.0,194066.19,2000.01,0.0,9,0
33513,223.14,23,0.0,109605.18,80.34,228.6,18,0
33518,3.0,29,0.0,116511.09,2.55,2.85,0,0
33521,3.0,23,0.0,39544.05,2.79,2.94,0,0
33523,3.0,23,0.0,117310.979016494,2.22,2.73,0,0
33524,3.0,24,0.0,163986.72,0.42,2.13,0,0
33525,90.0,26,0.0,117310.979016494,5.82,61.95,9,0
33526,0.0,52,0.0,117310.979016494,0.0,0.0,0,0
33529,814.26,33,814.26,43962.06,761.01,0.0,42,0
33532,0.0,24,0.0,71370.06,0.0,0.0,0,0
33533,157.53,25,0.0,244150.98,0.0,164.67,12,0
33535,15.0,23,0.0,81914.37,2.49,10.83,0,0
33540,115.32,23,0.0,108317.16,0.27,105.72,63,0
33542,0.0,24,0.0,309583.26,0.0,0.0,0,0
33547,3.0,23,0.0,21809.88,2.79,2.94,0,0
33548,6.0,24,0.0,69361.14,2.61,4.86,0,0
33549,177600.0,44,0.0,55995.33,0.0,108250.02,192,1
33550,90.0,26,0.0,117310.979016494,0.0,90.0,0,0
33551,150.0,23,0.0,49041.63,110.04,136.68,3,0
33554,1528.86,32,0.0,117310.979016494,1.11,376.62,15,0
33556,3.0,23,0.0,83627.4,0.3,2.1,3,0
33557,3.0,23,0.0,89146.11,0.6,2.19,0,0
33565,40.86,23,0.0,177015.39,0.21,47.22,15,0
33567,1537.14,31,0.0,178878.18,2.88,290.61,18,0
33569,3570.0,53,0.0,46589.22,9.69,1300.35,24,0
33570,9.0,23,0.0,154748.37,1.44,6.48,3,0
33572,300.0,44,0.0,144385.77,0.0,275.01,9,0
33574,3.0,23,0.0,170534.85,1.65,2.55,0,0
33575,3.0,23,0.0,134950.56,0.09,2.04,0,0
33578,3.0,25,0.0,46963.59,0.3,2.1,0,0
33579,15.0,23,0.0,103502.49,11.37,13.8,3,0
33582,15.0,23,0.0,48816.39,7.74,12.57,0,0
33583,30.0,31,0.0,71606.91,21.0,27.0,12,0
33584,1389.0,52,0.0,127886.73,435.12,1229.55,75,0
33586,0.0,23,0.0,111913.08,0.0,0.0,0,0
33587,3.0,23,0.0,117310.979016494,0.99,2.34,0,0
33588,3.0,23,0.0,86767.02,2.34,2.79,0,0
33589,153000.0,77,0.0,81001.5,35700.03,113900.01,0,0
33591,0.0,25,0.0,73182.03,0.0,0.0,3,0
33595,3.0,34,0.0,210962.01,0.84,2.28,0,0
33596,9000.0,42,0.0,117310.979016494,685.71,2044.92,6,0
33597,12.75,23,0.0,117310.979016494,72.57,49.23,45,1
33598,300433.68,53,0.0,117310.979016494,2.04,52.68,18,0
33599,3.0,25,0.0,49739.04,1.38,2.46,0,0
33602,60.0,24,0.0,58232.37,14.01,44.67,0,0
33605,0.0,23,0.0,174695.1,0.0,0.0,6,0
33610,30.0,52,0.0,117310.979016494,360.0,169.47,210,0
33611,3.0,23,0.0,112592.55,0.33,2.1,0,0
33612,0.0,23,0.0,33428.73,38.01,0.0,9,0
33614,92.7,37,0.0,130239.33,0.0,100.02,27,0
33615,3.0,23,0.0,62133.27,0.09,2.04,0,0
33622,30.0,23,0.0,117310.979016494,2.88,20.97,0,0
33625,300.0,50,0.0,66324.48,711.21,539.61,18,0
33629,3.48,25,0.0,12725.79,3.03,3.33,24,0
33630,225539.34,47,0.0,112780.59,5.4,13.8,6,0
33631,3.0,26,0.0,67549.08,0.48,2.16,0,1
33634,390.0,27,0.0,215079.66,20.34,106.77,0,0
33635,0.0,33,0.0,117310.979016494,0.0,17.94,18,0
33638,127.74,44,0.0,117310.979016494,114.99,573.87,24,0
33640,45.0,49,0.0,117310.979016494,0.0,32.97,0,1
33642,3.0,23,0.0,30296.64,2.67,2.88,0,0
33643,3.0,28,0.0,363510.36,1.17,2.4,0,0
33644,0.12,44,0.0,145102.29,2.07,88.14,3,0
33646,19.44,23,0.0,76764.6,0.0,30.0,87,0
33647,16.02,30,16.02,117310.979016494,19.35,0.0,27,1
33654,30.0,25,0.0,52678.47,1.98,20.67,0,0
33655,1405.86,43,0.0,80259.09,470.34,976.29,30,0
33658,300003.0,41,0.0,117310.979016494,10001.52,3335.85,24,0
33659,3.0,29,0.0,117310.979016494,1.65,2.55,0,0
33660,6.0,26,0.0,40037.37,0.09,3.36,0,0
33661,330.0,22,0.0,175018.59,0.0,156.03,0,0
33663,0.0,23,0.0,117310.979016494,0.0,0.0,0,0
33664,0.0,23,0.0,158412.51,0.0,0.0,0,0
33665,3.0,29,0.0,92172.75,0.27,2.1,0,0
33666,136.5,29,0.0,92710.35,0.0,268.53,12,0
33670,249000.0,44,0.0,224181.87,30111.12,21198.33,12,0
33671,0.0,23,0.0,43212.09,0.0,0.0,0,0
33674,3.0,24,0.0,117310.979016494,2.52,2.85,0,0
33678,90.0,40,0.0,117310.979016494,36.03,72.0,0,0
33679,0.0,23,0.0,37250.16,0.0,0.0,0,0
33680,90.0,23,0.0,117310.979016494,8.7,62.91,3,0
33681,3.0,23,0.0,88827.96,0.69,2.22,0,0
33683,3.0,23,0.0,103632.72,1.65,2.55,0,0
33684,3.0,24,0.0,64466.16,2.22,2.73,0,0
33685,0.0,24,0.0,105125.97,0.0,0.0,0,0
33687,64800.0,45,0.0,59094.03,4180.65,0.0,9,0
33688,3.0,23,0.0,72289.62,2.55,2.85,0,0
33689,154530.0,65,0.0,117310.979016494,74602.74,0.0,21,0
33695,1503.0,45,0.0,79005.63,0.0,196.02,15,0
33696,9074.19,42,0.0,315929.73,178.68,2791.14,27,1
33701,90.0,38,0.0,187253.19,9.63,63.21,3,1
33704,3.0,23,0.0,119884.83,1.05,2.34,3,0
33706,0.0,25,0.0,159489.0,0.0,0.0,0,0
33707,0.0,30,0.0,117310.979016494,0.0,0.0,0,0
33709,158243.01,47,0.0,65715.51,8116.2,8879.07,33,0
33710,3.0,25,0.0,116021.82,2.22,2.73,3,0
33711,3.0,26,0.0,70602.33,1.68,2.55,0,0
33712,3.0,26,0.0,248262.09,2.82,2.94,0,0
33713,0.0,28,0.0,98085.36,0.0,0.0,0,0
33714,1436.88,48,0.0,112979.73,1.02,653.76,30,0
33715,0.0,23,0.0,166780.56,0.0,0.0,0,0
33716,0.0,68,0.0,117310.979016494,0.0,0.0,3,1
33717,90.0,23,0.0,176971.59,40.68,73.56,0,0
33719,45.0,23,0.0,57882.51,21.81,37.26,3,0
33720,621.63,39,0.0,54311.91,40.62,297.42,18,0
33721,0.0,30,0.0,189173.67,0.0,0.0,0,0
33722,3.0,63,0.0,68184.57,0.84,2.28,0,0
33724,0.0,54,0.0,128865.78,0.0,0.0,0,1
33727,3.0,41,0.0,1918259.28,1.74,2.58,0,0
33728,3.0,23,0.0,42436.47,0.72,2.25,0,0
33730,3.0,28,0.0,71240.76,1.32,2.43,0,0
33732,5348.55,35,0.0,61012.5,192.96,5296.98,66,0
33733,1689.24,43,0.0,161991.12,389.97,700.71,18,0
33734,1200.0,39,0.0,155259.69,155.13,425.91,18,0
33736,0.0,26,0.0,61144.77,0.0,0.0,0,0
33737,5702.43,28,0.0,137173.92,302.16,354.99,21,0
33739,3.0,22,0.0,35740.02,0.78,2.25,0,0
33741,3.0,24,0.0,117310.979016494,1.05,2.34,6,0
33742,0.0,48,0.0,73397.13,0.0,0.0,6,0
33746,3.0,26,0.0,117310.979016494,1.83,2.61,0,0
33747,135.0,46,0.0,40583.94,7.74,84.9,18,0
33749,3.0,29,0.0,96399.66,0.51,2.16,6,0
33750,15.0,23,0.0,117310.979016494,6.0,12.0,6,0
33755,0.0,42,0.0,118553.7,0.0,0.0,0,0
33756,3.0,23,0.0,46586.1,0.09,2.04,6,0
33757,3.0,63,0.0,62724.24,0.0,1.59,0,0
33759,3.0,28,0.0,117310.979016494,0.96,2.31,0,0
33763,0.0,73,0.0,183042.3,0.0,0.0,0,0
33764,3.0,32,0.0,52731.3,2.4,2.79,0,0
33765,3092.04,32,0.0,374044.08,365.79,3463.89,57,0
33767,0.0,23,0.0,76061.16,0.0,0.0,0,0
33770,30.0,30,0.0,57931.47,71.4,67.02,9,0
33771,75000.0,45,0.0,85460.85,0.0,0.0,33,0
33774,16476.72,56,0.0,43561.08,460.65,5321.67,129,0
33778,78000.0,51,0.0,39865.5,6590.34,24272.61,39,0
33779,210.27,41,0.0,60775.35,74.52,170.4,42,0
33780,3.0,64,0.0,545914.08,1.98,2.67,0,0
33782,111290.73,56,0.0,128318.52,3.51,5.16,96,0
33783,3.0,26,0.0,117310.979016494,0.51,2.16,0,0
33784,10503.0,39,0.0,159269.79,340.86,115.62,15,0
33785,9.0,23,0.0,37435.65,0.57,6.18,3,0
33786,90.0,52,0.0,117310.979016494,0.0,87.12,15,1
33788,3.0,23,0.0,157659.06,0.18,2.07,0,0
33789,3.0,30,0.0,114606.63,2.31,2.76,0,0
33790,3.0,26,0.0,100838.76,2.04,2.67,3,0
33793,0.0,39,0.0,123858.72,0.0,0.0,0,0
33795,30.0,41,0.0,117310.979016494,0.96,20.31,60,0
33797,90.0,33,0.0,117310.979016494,0.0,84.0,0,0
33798,150.0,22,0.0,46744.56,1.95,82.02,0,0
33800,3.0,24,0.0,112138.11,2.43,2.82,0,0
33802,3.0,25,0.0,421999.65,1.59,2.52,3,0
33803,3.0,24,0.0,61687.44,0.96,2.31,0,0
33807,3.0,29,0.0,157102.05,0.0,3.0,3,0
33808,3.0,23,0.0,72736.14,1.2,2.4,0,0
33809,0.0,32,0.0,49501.68,0.0,0.0,0,0
33810,3.0,23,0.0,93180.36,1.08,2.37,0,0
33812,23.94,31,23.94,117310.979016494,0.0,0.0,9,0
33814,150.0,66,0.0,66367.95,0.0,48.42,0,1
33815,90.0,23,0.0,74605.2,68.28,82.77,15,0
33816,0.0,24,0.0,138911.01,0.0,0.0,0,0
33817,3.0,23,0.0,136300.53,1.05,2.34,0,0
33819,0.0,23,0.0,126736.74,0.0,0.0,0,0
33821,3.0,27,0.0,117310.979016494,0.0,2.94,0,0
33822,90003.0,82,0.0,36627.87,0.0,1495.2,105,0
33824,602.46,34,0.0,62123.55,227.64,512.04,30,0
33826,600.0,28,0.0,142628.85,51.72,417.24,12,0
33827,0.0,24,0.0,139101.93,0.0,0.0,0,0
33828,32895.03,31,0.0,117310.979016494,1.05,7422.18,33,0
33830,70731.27,38,0.0,224699.7,0.0,6148.44,114,0
33836,150.0,32,0.0,153201.54,77.64,125.88,15,0
33837,30.0,41,0.0,48523.77,0.96,20.31,0,0
33838,4.14,39,0.0,172382.97,4.14,12.18,48,0
33840,0.0,40,0.0,138685.65,0.0,0.0,3,0
33842,0.0,53,0.0,117310.979016494,0.0,0.0,0,0
33843,1056.12,44,0.0,117310.979016494,0.0,1118.04,30,0
33846,0.0,24,0.0,95745.78,0.0,0.0,0,0
33849,3.0,24,0.0,41595.54,0.42,2.13,0,0
33850,3.0,27,0.0,168733.62,0.99,2.34,0,0
33851,2597.85,32,0.0,212021.4,272.22,894.9,18,0
33854,262.41,40,0.0,117310.979016494,19.98,208.44,39,0
33855,3.0,26,0.0,44769.0,0.0,3.0,0,0
33859,0.0,38,0.0,317550.06,0.0,0.0,0,0
33861,0.0,23,0.0,94245.93,0.0,0.0,0,0
33862,3.0,23,0.0,48535.44,2.52,2.85,9,0
33864,30.0,23,0.0,117310.979016494,16.02,25.35,6,0
33865,1050.0,36,0.0,306853.71,0.0,654.45,0,0
33868,0.0,32,0.0,117310.979016494,0.0,0.0,0,0
33871,180.0,43,0.0,72172.26,583.32,520.23,27,0
33872,0.18,25,0.0,71956.44,17.82,16.77,63,0
33874,59.16,27,0.0,144010.62,0.09,131.07,66,0
33875,15030.33,24,0.0,52257.24,10.74,0.0,27,0
33876,3.0,34,0.0,74353.71,0.42,2.13,0,0
33877,0.18,30,0.0,74409.45,1.95,105.81,45,0
33878,63000.0,64,0.0,167535.27,14300.01,6766.68,33,0
33880,0.0,31,0.0,117310.979016494,0.0,0.0,0,1
33884,426.81,48,0.0,117310.979016494,180.6,714.45,12,0
33886,0.0,24,0.0,52163.97,0.0,0.0,0,0
33889,3.0,23,0.0,80299.86,0.09,2.04,0,0
33890,3.0,28,0.0,55679.1,2.55,2.85,0,0
33891,3.0,24,0.0,80435.16,0.69,2.22,0,0
33892,153.0,27,0.0,59129.88,1.05,65.25,6,0
33895,360.12,28,0.0,71760.96,14.52,158.28,27,0
33898,0.0,30,0.0,117310.979016494,235.68,228.57,45,0
33899,3.0,25,0.0,117310.979016494,0.0,3.0,0,0
33900,300.0,31,0.0,130963.68,4.83,26.97,18,0
33901,0.0,24,0.0,71327.52,0.0,0.0,0,0
33902,0.0,50,0.0,57582.69,0.0,0.0,0,1
33903,297015.0,49,0.0,69398.58,1.44,0.0,21,0
33904,180.0,25,0.0,176742.33,1.98,734.76,6,0
33906,45003.0,72,0.0,117310.979016494,6430.29,2145.42,33,0
33907,0.0,23,0.0,68155.17,0.0,0.0,0,0
33909,3.0,28,0.0,82189.44,1.68,2.55,0,0
33910,3.0,24,0.0,76363.95,2.4,2.79,0,0
33916,18030.0,58,0.0,76289.61,0.0,6524.22,24,0
33920,1230.0,49,0.0,54237.63,0.42,29.4,0,0
33921,30.15,36,0.0,57644.55,18.03,29.34,42,0
33922,3.0,24,0.0,68251.8,2.31,2.76,3,0
33925,0.0,75,0.0,103864.44,0.0,0.0,0,0
33928,1140.0,47,0.0,117310.979016494,0.0,557.07,15,0
